external_gene_name	target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	description
Cav2	ENSMUST00000000058.7	1.33852397145041e-38	1.27461120380838e-37	5.47911252300676	0.421693285571037	4.08166542370294	4.55317997387675	0.0129229843358621	-0.00353467801649723	0.12044593598591	0.12044593598591	caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]
Cox5a	ENSMUST00000000090.8	3.66895446534705e-46	4.27762460357257e-45	1.29878728669881	0.0910536123431129	6.55023658714174	0.50122662289452	0.00410603244636444	-0.000509964451970713	0.00211203779418297	0.00211203779418297	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
Wnt9a	ENSMUST00000000128.10	1.37641541009776e-05	2.75586123721466e-05	2.3362703019847	0.537371337786293	2.71716336815159	0.684812517557372	0.0338223146054157	-0.00731076764191564	0.182753651400257	0.182753651400257	wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]
Actr2	ENSMUST00000000137.8	7.61903815507269e-94	2.03786861712444e-92	1.26938229591606	0.0617689553570415	6.94679683267009	0.140829042040042	0.00187324433341977	-0.000770809846762727	0.00098830855100537	0.00098830855100537	ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963]
Gna12	ENSMUST00000000153.9	6.25551802607798e-26	3.85287375070458e-25	1.12006820704481	0.106365014565719	6.1628924106815	0.0899046352166148	0.00412933168888983	-0.00249446604566876	0.00435580555378445	0.00435580555378445	guanine nucleotide binding protein, alpha 12 [Source:MGI Symbol;Acc:MGI:95767]
Sdhd	ENSMUST00000000175.6	7.20140840233526e-06	1.47999114148784e-05	0.277557012529574	0.0618491173083393	6.98804753964773	0.0816282204940442	0.00195602649432781	-0.00121689970971319	0.000912958489537726	0.000912958489537726	succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]
Ncs1	ENSMUST00000000199.8	2.20116933719185e-24	1.27580840996958e-23	2.05733927110604	0.201900956741516	5.84854236994572	0.836098620914829	0.022895379366723	-0.0183848158060778	0.00767761788313152	0.00767761788313152	neuronal calcium sensor 1 [Source:MGI Symbol;Acc:MGI:109166]
Nalcn	ENSMUST00000000201.7	4.02921173269689e-07	9.13187576252848e-07	-2.32192965865222	0.458193678252845	4.47334308657942	1.54683637671419	0.0794519330404004	0.00479040163077227	0.0780041520527535	0.0780041520527535	sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]
Th	ENSMUST00000000219.10	0.000436491170096872	0.000753645471969045	2.64710721437054	0.752665432970455	4.97783051808848	9.07606888803207	0.38635229051848	-0.066429562349883	0.0385266499729713	0.0385266499729713	tyrosine hydroxylase [Source:MGI Symbol;Acc:MGI:98735]
Gmpr	ENSMUST00000000260.13	1.01876229707905e-19	4.82783967151478e-19	-0.859774333541459	0.0946166047540185	6.19023799194305	0.149328715048232	0.00257190086140847	0.000630002859776532	0.00414232555997514	0.00414232555997514	guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]
Scpep1	ENSMUST00000000287.9	2.87863861559917e-15	1.08063321239458e-14	-3.48039657822562	0.44077649711838	4.17498795915095	0.858617680743497	0.035992656670519	0.000824803433756578	0.109720283638443	0.109720283638443	serine carboxypeptidase 1 [Source:MGI Symbol;Acc:MGI:1921867]
